ops	steps	M	K	N	zone
945067	31475852368	194	13	62721	3,1,1,1,4,1,1,1
945084	31476855984	194	13	62722	3,1,1,1,3,1,1,2
945098	31477859604	194	13	62723	3,1,1,1,3,1,1,1,1
945113	31478863244	194	13	62724	3,1,1,1,3,1,1,2
945127	31479866896	194	13	62725	3,1,1,1,3,1,2,1
945143	31480870580	194	13	62726	3,1,1,1,3,1,3
945157	31481874264	194	13	62727	3,1,1,1,3,1,1,1,1
945172	31482877968	194	13	62728	3,1,1,1,3,1,1,2
945186	31483881684	194	13	62729	3,1,1,1,3,1,1,1,1
945203	31484885428	194	13	62730	3,1,1,1,3,1,1,2
945217	31485889176	194	13	62731	3,1,1,1,3,1,1,1,1
945232	31486892944	194	13	62732	3,1,1,1,3,2,2
945246	31487896724	194	13	62733	3,1,1,1,3,3,1
945263	31488900544	194	13	62734	3,1,1,1,2,1,4
945277	31489904356	194	13	62735	3,1,1,1,2,1,2,1,1
945292	31490908188	194	13	62736	3,1,1,1,2,1,1,1,2
945306	31491912032	194	13	62737	3,1,1,1,2,1,1,1,1,1
945323	31492915904	194	13	62738	3,1,1,1,2,1,1,1,2
945337	31493919780	194	13	62739	3,1,1,1,2,1,1,1,1,1
945352	31494923676	194	13	62740	3,1,1,1,2,1,1,1,2
945366	31495927584	194	13	62741	3,1,1,1,2,1,1,2,1
945382	31496931524	194	13	62742	3,1,1,1,2,1,1,3
945396	31497935464	194	13	62743	3,1,1,1,2,1,1,1,1,1
945411	31498939424	194	13	62744	3,1,1,1,2,1,1,1,2
945425	31499943396	194	13	62745	3,1,1,1,2,1,1,1,1,1
945442	31500947396	194	13	62746	3,1,1,1,2,2,1,2
945456	31501951400	194	13	62747	3,1,1,1,2,2,1,1,1
945471	31502955424	194	13	62748	3,1,1,1,2,3,2
945485	31503959460	194	13	62749	3,1,1,1,2,4,1
945503	31504963540	194	13	62750	3,1,1,1,1,1,5
945517	31505967608	194	13	62751	3,1,1,1,1,1,3,1,1
945532	31506971696	194	13	62752	3,1,1,1,1,1,2,1,2
945546	31507975796	194	13	62753	3,1,1,1,1,1,2,1,1,1
945563	31508979924	194	13	62754	3,1,1,1,1,1,1,1,1,2
945577	31509984056	194	13	62755	3,1,1,1,1,1,1,1,1,1,1
945592	31510988208	194	13	62756	3,1,1,1,1,1,1,1,1,2
945606	31511992372	194	13	62757	3,1,1,1,1,1,1,1,2,1
945622	31512996568	194	13	62758	3,1,1,1,1,1,1,1,3
945636	31514000764	194	13	62759	3,1,1,1,1,1,1,1,1,1,1
945651	31515004980	194	13	62760	3,1,1,1,1,1,1,1,1,2
945665	31516009208	194	13	62761	3,1,1,1,1,1,1,1,1,1,1
945682	31517013464	194	13	62762	3,1,1,1,1,1,1,1,1,2
945696	31518017724	194	13	62763	3,1,1,1,1,1,1,1,1,1,1
945711	31519022004	194	13	62764	3,1,1,1,1,1,1,2,2
945725	31520026296	194	13	62765	3,1,1,1,1,1,1,3,1
945742	31521030628	194	13	62766	3,1,1,1,1,1,1,4
945756	31522034952	194	13	62767	3,1,1,1,1,1,1,2,1,1
945771	31523039296	194	13	62768	3,1,1,1,1,1,1,1,1,2
945785	31524043652	194	13	62769	3,1,1,1,1,1,1,1,1,1,1
945802	31525048036	194	13	62770	3,1,1,1,1,1,1,1,1,2
945816	31526052424	194	13	62771	3,1,1,1,1,1,1,1,1,1,1
945831	31527056832	194	13	62772	3,1,1,1,1,1,1,1,1,2
945845	31528061252	194	13	62773	3,1,1,1,1,1,1,1,2,1
945861	31529065704	194	13	62774	3,1,1,1,1,1,1,1,3
945875	31530070156	194	13	62775	3,1,1,1,1,1,1,1,1,1,1
945890	31531074628	194	13	62776	3,1,1,1,1,1,1,1,1,2
945904	31532079112	194	13	62777	3,1,1,1,1,1,1,1,1,1,1
945921	31533083624	194	13	62778	3,1,1,1,1,1,2,1,2
945935	31534088140	194	13	62779	3,1,1,1,1,1,2,1,1,1
945950	31535092676	194	13	62780	3,1,1,1,1,1,3,2
945964	31536097224	194	13	62781	3,1,1,1,1,1,4,1
945984	31537101824	194	13	62782	3,1,1,1,1,1,5
945998	31538106404	194	13	62783	3,1,1,1,1,1,3,1,1
946013	31539111004	194	13	62784	3,1,1,1,1,1,2,1,2
946027	31540115616	194	13	62785	3,1,1,1,1,1,2,1,1,1
946044	31541120256	194	13	62786	3,1,1,1,1,1,1,1,1,2
946058	31542124900	194	13	62787	3,1,1,1,1,1,1,1,1,1,1
946073	31543129564	194	13	62788	3,1,1,1,1,1,1,1,1,2
946087	31544134240	194	13	62789	3,1,1,1,1,1,1,1,2,1
946103	31545138948	194	13	62790	3,1,1,1,1,1,1,1,3
946117	31546143656	194	13	62791	3,1,1,1,1,1,1,1,1,1,1
946132	31547148384	194	13	62792	3,1,1,1,1,1,1,1,1,2
946146	31548153124	194	13	62793	3,1,1,1,1,1,1,1,1,1,1
946163	31549157892	194	13	62794	3,1,1,1,1,1,1,1,1,2
946177	31550162664	194	13	62795	3,1,1,1,1,1,1,1,1,1,1
946192	31551167456	194	13	62796	3,1,1,1,1,1,1,2,2
946206	31552172260	194	13	62797	3,1,1,1,1,1,1,3,1
946223	31553177104	194	13	62798	3,1,1,1,1,1,1,4
946237	31554181940	194	13	62799	3,1,1,1,1,1,1,2,1,1
946252	31555186796	194	13	62800	3,1,1,1,1,1,1,1,1,2
946266	31556191664	194	13	62801	3,1,1,1,1,1,1,1,1,1,1
946283	31557196560	194	13	62802	3,1,1,1,1,1,1,1,1,2
946297	31558201460	194	13	62803	3,1,1,1,1,1,1,1,1,1,1
946312	31559206380	194	13	62804	3,1,1,1,1,1,1,1,1,2
946326	31560211312	194	13	62805	3,1,1,1,1,1,1,1,2,1
946342	31561216276	194	13	62806	3,1,1,1,1,1,1,1,3
946356	31562221240	194	13	62807	3,1,1,1,1,1,1,1,1,1,1
946371	31563226224	194	13	62808	3,1,1,1,1,1,1,1,1,2
946385	31564231220	194	13	62809	3,1,1,1,1,1,1,1,1,1,1
946402	31565236244	194	13	62810	3,1,1,1,1,1,2,1,2
946416	31566241272	194	13	62811	3,1,1,1,1,1,2,1,1,1
946431	31567246320	194	13	62812	3,1,1,1,1,1,3,2
946445	31568251380	194	13	62813	3,1,1,1,1,1,4,1
946463	31569256484	194	13	62814	3,1,1,1,1,1,5
946477	31570261576	194	13	62815	3,1,1,1,1,1,3,1,1
946492	31571266688	194	13	62816	3,1,1,1,1,1,2,1,2
946506	31572271812	194	13	62817	3,1,1,1,1,1,2,1,1,1
946523	31573276964	194	13	62818	3,1,1,1,1,1,1,1,1,2
946537	31574282120	194	13	62819	3,1,1,1,1,1,1,1,1,1,1
946552	31575287296	194	13	62820	3,1,1,1,1,1,1,1,1,2
946566	31576292484	194	13	62821	3,1,1,1,1,1,1,1,2,1
946582	31577297704	194	13	62822	3,1,1,1,1,1,1,1,3
946596	31578302924	194	13	62823	3,1,1,1,1,1,1,1,1,1,1
946611	31579308164	194	13	62824	3,1,1,1,1,1,1,1,1,2
946625	31580313416	194	13	62825	3,1,1,1,1,1,1,1,1,1,1
946642	31581318696	194	13	62826	3,1,1,1,1,1,1,1,1,2
946656	31582323980	194	13	62827	3,1,1,1,1,1,1,1,1,1,1
946671	31583329284	194	13	62828	3,1,1,1,1,1,1,2,2
946685	31584334600	194	13	62829	3,1,1,1,1,1,1,3,1
946702	31585339956	194	13	62830	3,1,1,1,1,2,4
946716	31586345304	194	13	62831	3,1,1,1,1,2,2,1,1
946731	31587350672	194	13	62832	3,1,1,1,1,2,1,1,2
946745	31588356052	194	13	62833	3,1,1,1,1,2,1,1,1,1
946762	31589361460	194	13	62834	3,1,1,1,1,2,1,1,2
946776	31590366872	194	13	62835	3,1,1,1,1,2,1,1,1,1
946791	31591372304	194	13	62836	3,1,1,1,1,2,1,1,2
946805	31592377748	194	13	62837	3,1,1,1,1,2,1,2,1
946821	31593383224	194	13	62838	3,1,1,1,1,2,1,3
946835	31594388700	194	13	62839	3,1,1,1,1,2,1,1,1,1
946850	31595394196	194	13	62840	3,1,1,1,1,2,1,1,2
946864	31596399704	194	13	62841	3,1,1,1,1,2,1,1,1,1
946881	31597405240	194	13	62842	3,1,1,1,1,3,1,2
946895	31598410780	194	13	62843	3,1,1,1,1,3,1,1,1
946910	31599416340	194	13	62844	3,1,1,1,1,4,2
946924	31600421912	194	13	62845	3,1,1,1,1,5,1
946943	31601427540	194	13	62846	3,1,1,1,1,6
946957	31602433144	194	13	62847	3,1,1,1,1,4,1,1
946972	31603438768	194	13	62848	3,1,1,1,1,3,1,2
946986	31604444404	194	13	62849	3,1,1,1,1,3,1,1,1
947003	31605450068	194	13	62850	3,1,1,1,1,2,1,1,2
947017	31606455736	194	13	62851	3,1,1,1,1,2,1,1,1,1
947032	31607461424	194	13	62852	3,1,1,1,1,2,1,1,2
947046	31608467124	194	13	62853	3,1,1,1,1,2,1,2,1
947062	31609472856	194	13	62854	3,1,1,1,1,2,1,3
947076	31610478588	194	13	62855	3,1,1,1,1,2,1,1,1,1
947091	31611484340	194	13	62856	3,1,1,1,1,2,1,1,2
947105	31612490104	194	13	62857	3,1,1,1,1,2,1,1,1,1
947122	31613495896	194	13	62858	3,1,1,1,1,2,1,1,2
947136	31614501692	194	13	62859	3,1,1,1,1,2,1,1,1,1
947151	31615507508	194	13	62860	3,1,1,1,1,2,2,2
947165	31616513336	194	13	62861	3,1,1,1,1,2,3,1
947182	31617519204	194	13	62862	3,1,1,1,1,1,1,4
947196	31618525064	194	13	62863	3,1,1,1,1,1,1,2,1,1
947211	31619530944	194	13	62864	3,1,1,1,1,1,1,1,1,2
947225	31620536836	194	13	62865	3,1,1,1,1,1,1,1,1,1,1
947242	31621542756	194	13	62866	3,1,1,1,1,1,1,1,1,2
947256	31622548680	194	13	62867	3,1,1,1,1,1,1,1,1,1,1
947271	31623554624	194	13	62868	3,1,1,1,1,1,1,1,1,2
947285	31624560580	194	13	62869	3,1,1,1,1,1,1,1,2,1
947301	31625566568	194	13	62870	3,1,1,1,1,1,1,1,3
947315	31626572556	194	13	62871	3,1,1,1,1,1,1,1,1,1,1
947330	31627578564	194	13	62872	3,1,1,1,1,1,1,1,1,2
947344	31628584584	194	13	62873	3,1,1,1,1,1,1,1,1,1,1
947361	31629590632	194	13	62874	3,1,1,1,1,1,2,1,2
947375	31630596684	194	13	62875	3,1,1,1,1,1,2,1,1,1
947390	31631602756	194	13	62876	3,1,1,1,1,1,3,2
947404	31632608840	194	13	62877	3,1,1,1,1,1,4,1
947422	31633614968	194	13	62878	3,1,1,1,1,1,5
947436	31634621084	194	13	62879	3,1,1,1,1,1,3,1,1
947451	31635627220	194	13	62880	3,1,1,1,1,1,2,1,2
947465	31636633368	194	13	62881	3,1,1,1,1,1,2,1,1,1
947482	31637639544	194	13	62882	3,1,1,1,1,1,1,1,1,2
947496	31638645724	194	13	62883	3,1,1,1,1,1,1,1,1,1,1
947511	31639651924	194	13	62884	3,1,1,1,1,1,1,1,1,2
947525	31640658136	194	13	62885	3,1,1,1,1,1,1,1,2,1
947541	31641664380	194	13	62886	3,1,1,1,1,1,1,1,3
947555	31642670624	194	13	62887	3,1,1,1,1,1,1,1,1,1,1
947570	31643676888	194	13	62888	3,1,1,1,1,1,1,1,1,2
947584	31644683164	194	13	62889	3,1,1,1,1,1,1,1,1,1,1
947601	31645689468	194	13	62890	3,1,1,1,1,1,1,1,1,2
947615	31646695776	194	13	62891	3,1,1,1,1,1,1,1,1,1,1
947630	31647702104	194	13	62892	3,1,1,1,1,1,1,2,2
947644	31648708444	194	13	62893	3,1,1,1,1,1,1,3,1
947661	31649714824	194	13	62894	3,1,1,1,1,1,1,4
947675	31650721196	194	13	62895	3,1,1,1,1,1,1,2,1,1
947690	31651727588	194	13	62896	3,1,1,1,1,1,1,1,1,2
947704	31652733992	194	13	62897	3,1,1,1,1,1,1,1,1,1,1
947721	31653740424	194	13	62898	3,1,1,1,1,1,1,1,1,2
947735	31654746860	194	13	62899	3,1,1,1,1,1,1,1,1,1,1
947750	31655753316	194	13	62900	3,1,1,1,1,1,1,1,1,2
947764	31656759784	194	13	62901	3,1,1,1,1,1,1,1,2,1
947780	31657766284	194	13	62902	3,1,1,1,1,1,1,1,3
947794	31658772784	194	13	62903	3,1,1,1,1,1,1,1,1,1,1
947809	31659779304	194	13	62904	3,1,1,1,1,1,1,1,1,2
947823	31660785836	194	13	62905	3,1,1,1,1,1,1,1,1,1,1
947840	31661792396	194	13	62906	3,1,1,1,1,1,2,1,2
947854	31662798960	194	13	62907	3,1,1,1,1,1,2,1,1,1
947869	31663805544	194	13	62908	3,1,1,1,1,1,3,2
947883	31664812140	194	13	62909	3,1,1,1,1,1,4,1
947903	31665818788	194	13	62910	3,1,1,2,1,5
947917	31666825416	194	13	62911	3,1,1,2,1,3,1,1
947932	31667832064	194	13	62912	3,1,1,2,1,2,1,2
947946	31668838724	194	13	62913	3,1,1,2,1,2,1,1,1
947963	31669845412	194	13	62914	3,1,1,2,1,1,1,1,2
947977	31670852104	194	13	62915	3,1,1,2,1,1,1,1,1,1
947992	31671858816	194	13	62916	3,1,1,2,1,1,1,1,2
948006	31672865540	194	13	62917	3,1,1,2,1,1,1,2,1
948022	31673872296	194	13	62918	3,1,1,2,1,1,1,3
948036	31674879052	194	13	62919	3,1,1,2,1,1,1,1,1,1
948051	31675885828	194	13	62920	3,1,1,2,1,1,1,1,2
948065	31676892616	194	13	62921	3,1,1,2,1,1,1,1,1,1
948082	31677899432	194	13	62922	3,1,1,2,1,1,1,1,2
948096	31678906252	194	13	62923	3,1,1,2,1,1,1,1,1,1
948111	31679913092	194	13	62924	3,1,1,2,1,1,2,2
948125	31680919944	194	13	62925	3,1,1,2,1,1,3,1
948142	31681926836	194	13	62926	3,1,1,2,1,1,4
948156	31682933720	194	13	62927	3,1,1,2,1,1,2,1,1
948171	31683940624	194	13	62928	3,1,1,2,1,1,1,1,2
948185	31684947540	194	13	62929	3,1,1,2,1,1,1,1,1,1
948202	31685954484	194	13	62930	3,1,1,2,1,1,1,1,2
948216	31686961432	194	13	62931	3,1,1,2,1,1,1,1,1,1
948231	31687968400	194	13	62932	3,1,1,2,1,1,1,1,2
948245	31688975380	194	13	62933	3,1,1,2,1,1,1,2,1
948261	31689982392	194	13	62934	3,1,1,2,1,1,1,3
948275	31690989404	194	13	62935	3,1,1,2,1,1,1,1,1,1
948290	31691996436	194	13	62936	3,1,1,2,1,1,1,1,2
948304	31693003480	194	13	62937	3,1,1,2,1,1,1,1,1,1
948321	31694010552	194	13	62938	3,1,1,2,1,2,1,2
948335	31695017628	194	13	62939	3,1,1,2,1,2,1,1,1
948350	31696024724	194	13	62940	3,1,1,2,1,3,2
948364	31697031832	194	13	62941	3,1,1,2,1,4,1
948382	31698038984	194	13	62942	3,1,1,3,5
948396	31699046124	194	13	62943	3,1,1,3,3,1,1
948411	31700053284	194	13	62944	3,1,1,3,2,1,2
948425	31701060456	194	13	62945	3,1,1,3,2,1,1,1
948442	31702067656	194	13	62946	3,1,1,3,1,1,1,2
948456	31703074860	194	13	62947	3,1,1,3,1,1,1,1,1
948471	31704082084	194	13	62948	3,1,1,3,1,1,1,2
948485	31705089320	194	13	62949	3,1,1,3,1,1,2,1
948501	31706096588	194	13	62950	3,1,1,3,1,1,3
948515	31707103856	194	13	62951	3,1,1,3,1,1,1,1,1
948530	31708111144	194	13	62952	3,1,1,3,1,1,1,2
948544	31709118444	194	13	62953	3,1,1,3,1,1,1,1,1
948561	31710125772	194	13	62954	3,1,1,3,1,1,1,2
948575	31711133104	194	13	62955	3,1,1,3,1,1,1,1,1
948590	31712140456	194	13	62956	3,1,1,3,1,2,2
948604	31713147820	194	13	62957	3,1,1,3,1,3,1
948621	31714155224	194	13	62958	3,1,1,4,4
948635	31715162620	194	13	62959	3,1,1,4,2,1,1
948650	31716170036	194	13	62960	3,1,1,4,1,1,2
948664	31717177464	194	13	62961	3,1,1,4,1,1,1,1
948681	31718184920	194	13	62962	3,1,1,4,1,1,2
948695	31719192380	194	13	62963	3,1,1,4,1,1,1,1
948710	31720199860	194	13	62964	3,1,1,4,1,1,2
948724	31721207352	194	13	62965	3,1,1,4,1,2,1
948740	31722214876	194	13	62966	3,1,1,4,1,3
948754	31723222400	194	13	62967	3,1,1,4,1,1,1,1
948769	31724229944	194	13	62968	3,1,1,4,1,1,2
948783	31725237500	194	13	62969	3,1,1,4,1,1,1,1
948800	31726245084	194	13	62970	3,1,1,5,1,2
948814	31727252672	194	13	62971	3,1,1,5,1,1,1
948829	31728260280	194	13	62972	3,1,1,6,2
948843	31729267900	194	13	62973	3,1,1,7,1
948864	31730275588	194	13	62974	3,1,1,8
948878	31731283240	194	13	62975	3,1,1,6,1,1
948893	31732290912	194	13	62976	3,1,1,5,1,2
948907	31733298596	194	13	62977	3,1,1,5,1,1,1
948924	31734306308	194	13	62978	3,1,1,4,1,1,2
948938	31735314024	194	13	62979	3,1,1,4,1,1,1,1
948953	31736321760	194	13	62980	3,1,1,4,1,1,2
948967	31737329508	194	13	62981	3,1,1,4,1,2,1
948983	31738337288	194	13	62982	3,1,1,4,1,3
948997	31739345068	194	13	62983	3,1,1,4,1,1,1,1
949012	31740352868	194	13	62984	3,1,1,4,1,1,2
949026	31741360680	194	13	62985	3,1,1,4,1,1,1,1
949043	31742368520	194	13	62986	3,1,1,4,1,1,2
949057	31743376364	194	13	62987	3,1,1,4,1,1,1,1
949072	31744384228	194	13	62988	3,1,1,4,2,2
949086	31745392104	194	13	62989	3,1,1,4,3,1
949103	31746400020	194	13	62990	3,1,1,3,1,4
949117	31747407928	194	13	62991	3,1,1,3,1,2,1,1
949132	31748415856	194	13	62992	3,1,1,3,1,1,1,2
949146	31749423796	194	13	62993	3,1,1,3,1,1,1,1,1
949163	31750431764	194	13	62994	3,1,1,3,1,1,1,2
949177	31751439736	194	13	62995	3,1,1,3,1,1,1,1,1
949192	31752447728	194	13	62996	3,1,1,3,1,1,1,2
949206	31753455732	194	13	62997	3,1,1,3,1,1,2,1
949222	31754463768	194	13	62998	3,1,1,3,1,1,3
949236	31755471804	194	13	62999	3,1,1,3,1,1,1,1,1
949251	31756479860	194	13	63000	3,1,1,3,1,1,1,2
949265	31757487928	194	13	63001	3,1,1,3,1,1,1,1,1
949282	31758496024	194	13	63002	3,1,1,3,2,1,2
949296	31759504124	194	13	63003	3,1,1,3,2,1,1,1
949311	31760512244	194	13	63004	3,1,1,3,3,2
949325	31761520376	194	13	63005	3,1,1,3,4,1
949343	31762528552	194	13	63006	3,1,1,2,1,5
949357	31763536716	194	13	63007	3,1,1,2,1,3,1,1
949372	31764544900	194	13	63008	3,1,1,2,1,2,1,2
949386	31765553096	194	13	63009	3,1,1,2,1,2,1,1,1
949403	31766561320	194	13	63010	3,1,1,2,1,1,1,1,2
949417	31767569548	194	13	63011	3,1,1,2,1,1,1,1,1,1
949432	31768577796	194	13	63012	3,1,1,2,1,1,1,1,2
949446	31769586056	194	13	63013	3,1,1,2,1,1,1,2,1
949462	31770594348	194	13	63014	3,1,1,2,1,1,1,3
949476	31771602640	194	13	63015	3,1,1,2,1,1,1,1,1,1
949491	31772610952	194	13	63016	3,1,1,2,1,1,1,1,2
949505	31773619276	194	13	63017	3,1,1,2,1,1,1,1,1,1
949522	31774627628	194	13	63018	3,1,1,2,1,1,1,1,2
949536	31775635984	194	13	63019	3,1,1,2,1,1,1,1,1,1
949551	31776644360	194	13	63020	3,1,1,2,1,1,2,2
949565	31777652748	194	13	63021	3,1,1,2,1,1,3,1
949582	31778661176	194	13	63022	3,1,1,2,1,1,4
949596	31779669596	194	13	63023	3,1,1,2,1,1,2,1,1
949611	31780678036	194	13	63024	3,1,1,2,1,1,1,1,2
949625	31781686488	194	13	63025	3,1,1,2,1,1,1,1,1,1
949642	31782694968	194	13	63026	3,1,1,2,1,1,1,1,2
949656	31783703452	194	13	63027	3,1,1,2,1,1,1,1,1,1
949671	31784711956	194	13	63028	3,1,1,2,1,1,1,1,2
949685	31785720472	194	13	63029	3,1,1,2,1,1,1,2,1
949701	31786729020	194	13	63030	3,1,1,2,1,1,1,3
949715	31787737568	194	13	63031	3,1,1,2,1,1,1,1,1,1
949730	31788746136	194	13	63032	3,1,1,2,1,1,1,1,2
949744	31789754716	194	13	63033	3,1,1,2,1,1,1,1,1,1
949761	31790763324	194	13	63034	3,1,1,2,1,2,1,2
949775	31791771936	194	13	63035	3,1,1,2,1,2,1,1,1
949790	31792780568	194	13	63036	3,1,1,2,1,3,2
949804	31793789212	194	13	63037	3,1,1,2,1,4,1
949824	31794797908	194	13	63038	3,1,1,1,1,1,5
949838	31795806584	194	13	63039	3,1,1,1,1,1,3,1,1
949853	31796815280	194	13	63040	3,1,1,1,1,1,2,1,2
949867	31797823988	194	13	63041	3,1,1,1,1,1,2,1,1,1
949884	31798832724	194	13	63042	3,1,1,1,1,1,1,1,1,2
949898	31799841464	194	13	63043	3,1,1,1,1,1,1,1,1,1,1
949913	31800850224	194	13	63044	3,1,1,1,1,1,1,1,1,2
949927	31801858996	194	13	63045	3,1,1,1,1,1,1,1,2,1
949943	31802867800	194	13	63046	3,1,1,1,1,1,1,1,3
949957	31803876604	194	13	63047	3,1,1,1,1,1,1,1,1,1,1
949972	31804885428	194	13	63048	3,1,1,1,1,1,1,1,1,2
949986	31805894264	194	13	63049	3,1,1,1,1,1,1,1,1,1,1
950003	31806903128	194	13	63050	3,1,1,1,1,1,1,1,1,2
950017	31807911996	194	13	63051	3,1,1,1,1,1,1,1,1,1,1
950032	31808920884	194	13	63052	3,1,1,1,1,1,1,2,2
950046	31809929784	194	13	63053	3,1,1,1,1,1,1,3,1
950063	31810938724	194	13	63054	3,1,1,1,1,1,1,4
950077	31811947656	194	13	63055	3,1,1,1,1,1,1,2,1,1
950092	31812956608	194	13	63056	3,1,1,1,1,1,1,1,1,2
950106	31813965572	194	13	63057	3,1,1,1,1,1,1,1,1,1,1
950123	31814974564	194	13	63058	3,1,1,1,1,1,1,1,1,2
950137	31815983560	194	13	63059	3,1,1,1,1,1,1,1,1,1,1
950152	31816992576	194	13	63060	3,1,1,1,1,1,1,1,1,2
950166	31818001604	194	13	63061	3,1,1,1,1,1,1,1,2,1
950182	31819010664	194	13	63062	3,1,1,1,1,1,1,1,3
950196	31820019724	194	13	63063	3,1,1,1,1,1,1,1,1,1,1
950211	31821028804	194	13	63064	3,1,1,1,1,1,1,1,1,2
950225	31822037896	194	13	63065	3,1,1,1,1,1,1,1,1,1,1
950242	31823047016	194	13	63066	3,1,1,1,1,1,2,1,2
950256	31824056140	194	13	63067	3,1,1,1,1,1,2,1,1,1
950271	31825065284	194	13	63068	3,1,1,1,1,1,3,2
950285	31826074440	194	13	63069	3,1,1,1,1,1,4,1
950303	31827083640	194	13	63070	3,1,1,1,1,1,5
950317	31828092828	194	13	63071	3,1,1,1,1,1,3,1,1
950332	31829102036	194	13	63072	3,1,1,1,1,1,2,1,2
950346	31830111256	194	13	63073	3,1,1,1,1,1,2,1,1,1
950363	31831120504	194	13	63074	3,1,1,1,1,1,1,1,1,2
950377	31832129756	194	13	63075	3,1,1,1,1,1,1,1,1,1,1
950392	31833139028	194	13	63076	3,1,1,1,1,1,1,1,1,2
950406	31834148312	194	13	63077	3,1,1,1,1,1,1,1,2,1
950422	31835157628	194	13	63078	3,1,1,1,1,1,1,1,3
950436	31836166944	194	13	63079	3,1,1,1,1,1,1,1,1,1,1
950451	31837176280	194	13	63080	3,1,1,1,1,1,1,1,1,2
950465	31838185628	194	13	63081	3,1,1,1,1,1,1,1,1,1,1
950482	31839195004	194	13	63082	3,1,1,1,1,1,1,1,1,2
950496	31840204384	194	13	63083	3,1,1,1,1,1,1,1,1,1,1
950511	31841213784	194	13	63084	3,1,1,1,1,1,1,2,2
950525	31842223196	194	13	63085	3,1,1,1,1,1,1,3,1
950542	31843232648	194	13	63086	3,1,1,1,1,2,4
950556	31844242092	194	13	63087	3,1,1,1,1,2,2,1,1
950571	31845251556	194	13	63088	3,1,1,1,1,2,1,1,2
950585	31846261032	194	13	63089	3,1,1,1,1,2,1,1,1,1
950602	31847270536	194	13	63090	3,1,1,1,1,2,1,1,2
950616	31848280044	194	13	63091	3,1,1,1,1,2,1,1,1,1
950631	31849289572	194	13	63092	3,1,1,1,1,2,1,1,2
950645	31850299112	194	13	63093	3,1,1,1,1,2,1,2,1
950661	31851308684	194	13	63094	3,1,1,1,1,2,1,3
950675	31852318256	194	13	63095	3,1,1,1,1,2,1,1,1,1
950690	31853327848	194	13	63096	3,1,1,1,1,2,1,1,2
950704	31854337452	194	13	63097	3,1,1,1,1,2,1,1,1,1
950721	31855347084	194	13	63098	3,1,1,1,1,3,1,2
950735	31856356720	194	13	63099	3,1,1,1,1,3,1,1,1
950750	31857366376	194	13	63100	3,1,1,1,1,4,2
950764	31858376044	194	13	63101	3,1,1,1,1,5,1
950783	31859385768	194	13	63102	3,1,1,1,1,6
950797	31860395468	194	13	63103	3,1,1,1,1,4,1,1
950812	31861405188	194	13	63104	3,1,1,1,1,3,1,2
950826	31862414920	194	13	63105	3,1,1,1,1,3,1,1,1
950843	31863424680	194	13	63106	3,1,1,1,1,2,1,1,2
950857	31864434444	194	13	63107	3,1,1,1,1,2,1,1,1,1
950872	31865444228	194	13	63108	3,1,1,1,1,2,1,1,2
950886	31866454024	194	13	63109	3,1,1,1,1,2,1,2,1
950902	31867463852	194	13	63110	3,1,1,1,1,2,1,3
950916	31868473680	194	13	63111	3,1,1,1,1,2,1,1,1,1
950931	31869483528	194	13	63112	3,1,1,1,1,2,1,1,2
950945	31870493388	194	13	63113	3,1,1,1,1,2,1,1,1,1
950962	31871503276	194	13	63114	3,1,1,1,1,2,1,1,2
950976	31872513168	194	13	63115	3,1,1,1,1,2,1,1,1,1
950991	31873523080	194	13	63116	3,1,1,1,1,2,2,2
951005	31874533004	194	13	63117	3,1,1,1,1,2,3,1
951022	31875542968	194	13	63118	3,1,1,1,1,1,1,4
951036	31876552924	194	13	63119	3,1,1,1,1,1,1,2,1,1
951051	31877562900	194	13	63120	3,1,1,1,1,1,1,1,1,2
951065	31878572888	194	13	63121	3,1,1,1,1,1,1,1,1,1,1
951082	31879582904	194	13	63122	3,1,1,1,1,1,1,1,1,2
951096	31880592924	194	13	63123	3,1,1,1,1,1,1,1,1,1,1
951111	31881602964	194	13	63124	3,1,1,1,1,1,1,1,1,2
951125	31882613016	194	13	63125	3,1,1,1,1,1,1,1,2,1
951141	31883623100	194	13	63126	3,1,1,1,1,1,1,1,3
951155	31884633184	194	13	63127	3,1,1,1,1,1,1,1,1,1,1
951170	31885643288	194	13	63128	3,1,1,1,1,1,1,1,1,2
951184	31886653404	194	13	63129	3,1,1,1,1,1,1,1,1,1,1
951201	31887663548	194	13	63130	3,1,1,1,1,1,2,1,2
951215	31888673696	194	13	63131	3,1,1,1,1,1,2,1,1,1
951230	31889683864	194	13	63132	3,1,1,1,1,1,3,2
951244	31890694044	194	13	63133	3,1,1,1,1,1,4,1
951262	31891704268	194	13	63134	3,1,1,1,1,1,5
951276	31892714480	194	13	63135	3,1,1,1,1,1,3,1,1
951291	31893724712	194	13	63136	3,1,1,1,1,1,2,1,2
951305	31894734956	194	13	63137	3,1,1,1,1,1,2,1,1,1
951322	31895745228	194	13	63138	3,1,1,1,1,1,1,1,1,2
951336	31896755504	194	13	63139	3,1,1,1,1,1,1,1,1,1,1
951351	31897765800	194	13	63140	3,1,1,1,1,1,1,1,1,2
951365	31898776108	194	13	63141	3,1,1,1,1,1,1,1,2,1
951381	31899786448	194	13	63142	3,1,1,1,1,1,1,1,3
951395	31900796788	194	13	63143	3,1,1,1,1,1,1,1,1,1,1
951410	31901807148	194	13	63144	3,1,1,1,1,1,1,1,1,2
